true_label,predicted_label,path
0,0,segmented_audio/0/dockerd/dockerd_segment_912.mp3
1,1,segmented_audio/1/1736d6feaa80ee3c7d072a6db7ae5e7ee63c1a10314e46ab46b1a2477063de60/1736d6feaa80ee3c7d072a6db7ae5e7ee63c1a10314e46ab46b1a2477063de60_segment_30.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_1054.mp3
1,1,segmented_audio/1/fadc69995b9f837837595d73be8dce1bbccf0b709d0d8bb2cadf1c90b46763cf/fadc69995b9f837837595d73be8dce1bbccf0b709d0d8bb2cadf1c90b46763cf_segment_5.mp3
0,0,segmented_audio/0/gnome-control-center/gnome-control-center_segment_45.mp3
0,0,segmented_audio/0/docker/docker_segment_232.mp3
1,1,segmented_audio/1/2f85ca8f89dfb014b03afb11e5d2198a8adbae1da0fd76c81c67a81a80bf1965/2f85ca8f89dfb014b03afb11e5d2198a8adbae1da0fd76c81c67a81a80bf1965_segment_30.mp3
1,1,segmented_audio/1/881df712cf015b4b4bdbcb183e4af44ea7366e7034b862d4e2651624c71c4ef7/881df712cf015b4b4bdbcb183e4af44ea7366e7034b862d4e2651624c71c4ef7_segment_8.mp3
1,1,segmented_audio/1/1736d6feaa80ee3c7d072a6db7ae5e7ee63c1a10314e46ab46b1a2477063de60/1736d6feaa80ee3c7d072a6db7ae5e7ee63c1a10314e46ab46b1a2477063de60_segment_34.mp3
0,0,segmented_audio/0/containerd-shim/containerd-shim_segment_31.mp3
0,0,segmented_audio/0/lto-dump-12/lto-dump-12_segment_308.mp3
0,0,segmented_audio/0/lto-dump-13/lto-dump-13_segment_223.mp3
1,1,segmented_audio/1/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d_segment_154.mp3
1,1,segmented_audio/1/4fe20aa83452bf3bc900641a576ea737e725e223ee0df0a1b64d45934876a53a/4fe20aa83452bf3bc900641a576ea737e725e223ee0df0a1b64d45934876a53a_segment_6.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_667.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_957.mp3
0,0,segmented_audio/0/containerd/containerd_segment_357.mp3
0,0,segmented_audio/0/keepassxc/keepassxc_segment_24.mp3
0,0,segmented_audio/0/containerd/containerd_segment_360.mp3
0,0,segmented_audio/0/ctr/ctr_segment_272.mp3
0,0,segmented_audio/0/containerd/containerd_segment_65.mp3
0,0,segmented_audio/0/ubuntu-report/ubuntu-report_segment_40.mp3
1,1,segmented_audio/1/7c5c84eb86a72395bf75510d5a1a51553a025668d6477dbef86ad12da7bc6b8a/7c5c84eb86a72395bf75510d5a1a51553a025668d6477dbef86ad12da7bc6b8a_segment_97.mp3
1,1,segmented_audio/1/3ffc2327a5dd17978f62c44807e5bf9904bcdef222012a11e48801faf6861a67/3ffc2327a5dd17978f62c44807e5bf9904bcdef222012a11e48801faf6861a67_segment_94.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump-13/x86_64-linux-gnu-lto-dump-13_segment_58.mp3
0,0,segmented_audio/0/dumpkeys/dumpkeys_segment_1.mp3
0,0,segmented_audio/0/containerd/containerd_segment_456.mp3
1,1,segmented_audio/1/a544cd35f17b851deb1148be555351ad2c642bf8b046466094b16b37057d09d1/a544cd35f17b851deb1148be555351ad2c642bf8b046466094b16b37057d09d1_segment_22.mp3
1,1,segmented_audio/1/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b_segment_102.mp3
0,0,segmented_audio/0/static-sh/static-sh_segment_16.mp3
1,1,segmented_audio/1/74f122fb0059977167c5ed34a7e217d9dfe8e8199020e3fe19532be108a7d607/74f122fb0059977167c5ed34a7e217d9dfe8e8199020e3fe19532be108a7d607_segment_27.mp3
1,1,segmented_audio/1/89a269943b201401b50356a4284cfda4d6689f63811853f46a16f947621d3bb3/89a269943b201401b50356a4284cfda4d6689f63811853f46a16f947621d3bb3_segment_41.mp3
0,0,segmented_audio/0/containerd/containerd_segment_179.mp3
1,1,segmented_audio/1/aaf6ad951a8f36bd6f84d0387b9a17e3702068b4955e23bdacf5b4c17fd6cd2d/aaf6ad951a8f36bd6f84d0387b9a17e3702068b4955e23bdacf5b4c17fd6cd2d_segment_44.mp3
1,1,segmented_audio/1/58328aae115a4c6410c24bdc3899ceea496ec184605180e57af263c40ea0867c/58328aae115a4c6410c24bdc3899ceea496ec184605180e57af263c40ea0867c_segment_6.mp3
1,1,segmented_audio/1/ee0e8516bfc431cb103f16117b9426c79263e279dc46bece5d4b96ddac9a5e90/ee0e8516bfc431cb103f16117b9426c79263e279dc46bece5d4b96ddac9a5e90_segment_13.mp3
0,0,segmented_audio/0/docker/docker_segment_393.mp3
0,0,segmented_audio/0/ubuntu-report/ubuntu-report_segment_46.mp3
0,0,segmented_audio/0/gdb/gdb_segment_91.mp3
1,1,segmented_audio/1/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3_segment_58.mp3
1,1,segmented_audio/1/19f76bf2be3ea11732f2c5c562afbd6f363b062c25fba3a143c3c6ef4712774b/19f76bf2be3ea11732f2c5c562afbd6f363b062c25fba3a143c3c6ef4712774b_segment_39.mp3
1,1,segmented_audio/1/03bb1cfd9e45844701aabc549f530d56f162150494b629ca19d83c1c696710d7/03bb1cfd9e45844701aabc549f530d56f162150494b629ca19d83c1c696710d7_segment_17.mp3
0,0,segmented_audio/0/gold/gold_segment_12.mp3
1,1,segmented_audio/1/0b9d850ad22de9ed4951984456e77789793017e9df41271c58f45f411ef0c3d2/0b9d850ad22de9ed4951984456e77789793017e9df41271c58f45f411ef0c3d2_segment_53.mp3
1,1,segmented_audio/1/00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a/00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a_segment_30.mp3
0,0,segmented_audio/0/qemu-system-i386/qemu-system-i386_segment_17.mp3
1,1,segmented_audio/1/f6b7a01dab3a0d3bb0e66d032f0ba9c0d851d0e6f22a7bded4dead419e33f8a4/f6b7a01dab3a0d3bb0e66d032f0ba9c0d851d0e6f22a7bded4dead419e33f8a4_segment_18.mp3
1,1,segmented_audio/1/ac5a59554e033f3e513d21ab67872dbe4082eed6255d8302cb912d637751d22e/ac5a59554e033f3e513d21ab67872dbe4082eed6255d8302cb912d637751d22e_segment_25.mp3
1,1,segmented_audio/1/5baf025c571ba362170e8d1767afe4f7adccbb4524874015fa9add308ccc203a/5baf025c571ba362170e8d1767afe4f7adccbb4524874015fa9add308ccc203a_segment_64.mp3
1,1,segmented_audio/1/cb8799e04b6a2f7070910c70b066c44042fb739c461f2dd2a02011eb4fdfdfea/cb8799e04b6a2f7070910c70b066c44042fb739c461f2dd2a02011eb4fdfdfea_segment_80.mp3
0,0,segmented_audio/0/docker/docker_segment_102.mp3
0,0,segmented_audio/0/containerd/containerd_segment_402.mp3
1,1,segmented_audio/1/fb6b327104eb37d42f83b552430ef9b1e45ee49c737d562876650d75e3a88e57/fb6b327104eb37d42f83b552430ef9b1e45ee49c737d562876650d75e3a88e57_segment_47.mp3
0,0,segmented_audio/0/g++-13/g++-13_segment_16.mp3
0,0,segmented_audio/0/Xwayland/Xwayland_segment_9.mp3
0,0,segmented_audio/0/qemu-system-x86_64-microvm/qemu-system-x86_64-microvm_segment_46.mp3
1,1,segmented_audio/1/482ca6cef1615277825a821ff50a52c37ba6b4fa2f627b6fc17daea9456c8fd0/482ca6cef1615277825a821ff50a52c37ba6b4fa2f627b6fc17daea9456c8fd0_segment_14.mp3
1,1,segmented_audio/1/4ed03737803160dc63a560169c3cd224d0809e8a54cd8fa6fa85fc4a911971dc/4ed03737803160dc63a560169c3cd224d0809e8a54cd8fa6fa85fc4a911971dc_segment_48.mp3
0,0,segmented_audio/0/rootlesskit/rootlesskit_segment_66.mp3
1,1,segmented_audio/1/e3f90c676c4945fa685e6d61689d8dfb8cb4a496816b76b1eff12f63861c217c/e3f90c676c4945fa685e6d61689d8dfb8cb4a496816b76b1eff12f63861c217c_segment_18.mp3
0,0,segmented_audio/0/ld/ld_segment_1.mp3
1,1,segmented_audio/1/6de1e587ac4aa49273042ffb3cdce5b92b86c31c9f85ca48dae8a38243515f75/6de1e587ac4aa49273042ffb3cdce5b92b86c31c9f85ca48dae8a38243515f75_segment_5.mp3
0,0,segmented_audio/0/qemu-nbd/qemu-nbd_segment_13.mp3
1,1,segmented_audio/1/a07bd8aedde27e776480bb375d191ce11c3a03275f6a03616b4a0bfbc1b9dfe6/a07bd8aedde27e776480bb375d191ce11c3a03275f6a03616b4a0bfbc1b9dfe6_segment_9.mp3
0,0,segmented_audio/0/containerd/containerd_segment_496.mp3
1,1,segmented_audio/1/9cb463404a95bc04ade046fe59e089c5c52fc4e0b2ab0e070f3c38a606518f32/9cb463404a95bc04ade046fe59e089c5c52fc4e0b2ab0e070f3c38a606518f32_segment_48.mp3
1,1,segmented_audio/1/fb6b327104eb37d42f83b552430ef9b1e45ee49c737d562876650d75e3a88e57/fb6b327104eb37d42f83b552430ef9b1e45ee49c737d562876650d75e3a88e57_segment_18.mp3
0,0,segmented_audio/0/lto-dump/lto-dump_segment_263.mp3
0,0,segmented_audio/0/grub-render-label/grub-render-label_segment_6.mp3
1,1,segmented_audio/1/0dcfa54a7e8a4e631ef466670ce604a61f3b0e8b3e9cf72c943278c0f77c31a2/0dcfa54a7e8a4e631ef466670ce604a61f3b0e8b3e9cf72c943278c0f77c31a2_segment_5.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump-13/x86_64-linux-gnu-lto-dump-13_segment_196.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-cpp-12/x86_64-linux-gnu-cpp-12_segment_7.mp3
1,1,segmented_audio/1/43fab92516cdfaa88945996988b7cfe987f26050516503fb2be65592379d7d7f/43fab92516cdfaa88945996988b7cfe987f26050516503fb2be65592379d7d7f_segment_45.mp3
0,0,segmented_audio/0/lto-dump-13/lto-dump-13_segment_124.mp3
1,1,segmented_audio/1/2f85ca8f89dfb014b03afb11e5d2198a8adbae1da0fd76c81c67a81a80bf1965/2f85ca8f89dfb014b03afb11e5d2198a8adbae1da0fd76c81c67a81a80bf1965_segment_32.mp3
1,1,segmented_audio/1/20e4c4893ed1faa9a50b0a4ba5fa0062d5178b635222849eeafa53e8c5c0d8c8/20e4c4893ed1faa9a50b0a4ba5fa0062d5178b635222849eeafa53e8c5c0d8c8_segment_45.mp3
1,1,segmented_audio/1/62d1371903d5613118be74ce8799375b2f8b7be0548739c2d601cf724cb3f4ce/62d1371903d5613118be74ce8799375b2f8b7be0548739c2d601cf724cb3f4ce_segment_1.mp3
1,1,segmented_audio/1/d2fff992e40ce18ff81b9a92fa1cb93a56fb5a82c1cc428204552d8dfa1bc04f/d2fff992e40ce18ff81b9a92fa1cb93a56fb5a82c1cc428204552d8dfa1bc04f_segment_3.mp3
1,1,segmented_audio/1/cce483b56b8e8a972f591466656dcc6c5574323c7a844d001da62522143db574/cce483b56b8e8a972f591466656dcc6c5574323c7a844d001da62522143db574_segment_19.mp3
1,1,segmented_audio/1/2f85ca8f89dfb014b03afb11e5d2198a8adbae1da0fd76c81c67a81a80bf1965/2f85ca8f89dfb014b03afb11e5d2198a8adbae1da0fd76c81c67a81a80bf1965_segment_49.mp3
1,1,segmented_audio/1/240fe01d9fcce5aae311e906b8311a1975f8c1431b83618f3d11aeaff10aede3/240fe01d9fcce5aae311e906b8311a1975f8c1431b83618f3d11aeaff10aede3_segment_59.mp3
0,0,segmented_audio/0/perl5/perl5_segment_8.mp3
1,1,segmented_audio/1/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3_segment_123.mp3
0,0,segmented_audio/0/containerd-shim-runc-v2/containerd-shim-runc-v2_segment_73.mp3
1,1,segmented_audio/1/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b_segment_138.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_730.mp3
1,1,segmented_audio/1/5c03ff30ccffc9d36c342510c7469682d3c411654ec52b0930d37a6c6aab9f72/5c03ff30ccffc9d36c342510c7469682d3c411654ec52b0930d37a6c6aab9f72_segment_4.mp3
0,0,segmented_audio/0/dpkg-divert/dpkg-divert_segment_1.mp3
1,1,segmented_audio/1/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d_segment_98.mp3
1,1,segmented_audio/1/7c5c84eb86a72395bf75510d5a1a51553a025668d6477dbef86ad12da7bc6b8a/7c5c84eb86a72395bf75510d5a1a51553a025668d6477dbef86ad12da7bc6b8a_segment_119.mp3
0,0,segmented_audio/0/docker/docker_segment_301.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-dwp/x86_64-linux-gnu-dwp_segment_4.mp3
0,0,segmented_audio/0/gdb/gdb_segment_37.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_579.mp3
0,0,segmented_audio/0/rootlesskit-docker-proxy/rootlesskit-docker-proxy_segment_47.mp3
0,0,segmented_audio/0/vim/vim_segment_1.mp3
1,1,segmented_audio/1/3ffc2327a5dd17978f62c44807e5bf9904bcdef222012a11e48801faf6861a67/3ffc2327a5dd17978f62c44807e5bf9904bcdef222012a11e48801faf6861a67_segment_108.mp3
0,0,segmented_audio/0/rsync/rsync_segment_4.mp3
0,0,segmented_audio/0/lto-dump-13/lto-dump-13_segment_80.mp3
1,1,segmented_audio/1/3fac250cf6bdb0bf5b1707a970bd233e86dabc0765fede8238d761fb0f27c3da/3fac250cf6bdb0bf5b1707a970bd233e86dabc0765fede8238d761fb0f27c3da_segment_56.mp3
0,0,segmented_audio/0/qemu-system-x86_64/qemu-system-x86_64_segment_89.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_989.mp3
0,0,segmented_audio/0/ctr/ctr_segment_58.mp3
0,0,segmented_audio/0/systemctl/systemctl_segment_9.mp3
1,1,segmented_audio/1/e8d0a81b2ada3ef2a4dcdda8e5b50d683703445b51b91664f08da23b25df6cbb/e8d0a81b2ada3ef2a4dcdda8e5b50d683703445b51b91664f08da23b25df6cbb_segment_12.mp3
0,0,segmented_audio/0/audacity/audacity_segment_78.mp3
1,1,segmented_audio/1/24ee0e3d65b0593198fbe973a58ca54402b0879d71912f44f4b831003a5c7819/24ee0e3d65b0593198fbe973a58ca54402b0879d71912f44f4b831003a5c7819_segment_89.mp3
1,1,segmented_audio/1/2e2cf458251cfeeefaf4996718d515005bfad520e145de4b2957fbf5b262e9be/2e2cf458251cfeeefaf4996718d515005bfad520e145de4b2957fbf5b262e9be_segment_5.mp3
0,0,segmented_audio/0/lto-dump/lto-dump_segment_253.mp3
0,0,segmented_audio/0/lto-dump-13/lto-dump-13_segment_282.mp3
1,1,segmented_audio/1/851787bf4039d365178a16018edec430dd4a0d001c9c9c4cb68f8b73bf0c4d02/851787bf4039d365178a16018edec430dd4a0d001c9c9c4cb68f8b73bf0c4d02_segment_65.mp3
1,1,segmented_audio/1/8b8178457c0449c5c833de3f13b53f4fd4266219fc53fbfecea79b210ba1989c/8b8178457c0449c5c833de3f13b53f4fd4266219fc53fbfecea79b210ba1989c_segment_1.mp3
1,1,segmented_audio/1/346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836/346599bff197dc24dba9875c1b765c160881919c3582dc0fae99c4c2cf5c8836_segment_29.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-gcc-12/x86_64-linux-gnu-gcc-12_segment_6.mp3
0,0,segmented_audio/0/ctr/ctr_segment_85.mp3
1,1,segmented_audio/1/3ff6b4287e49a01724626a9e11adceee7a478aa5e5778ec139a3f9011a02f3af/3ff6b4287e49a01724626a9e11adceee7a478aa5e5778ec139a3f9011a02f3af_segment_9.mp3
1,1,segmented_audio/1/c7e39dfd0f42a9a8254bca7c4c20c393dce022fcb011fe7170af1538767d620f/c7e39dfd0f42a9a8254bca7c4c20c393dce022fcb011fe7170af1538767d620f_segment_17.mp3
1,1,segmented_audio/1/e8eb4f2a73181711fc5439d0dc90059f54820fe07d9727cf5f2417c5cec6da0e/e8eb4f2a73181711fc5439d0dc90059f54820fe07d9727cf5f2417c5cec6da0e_segment_24.mp3
0,0,segmented_audio/0/gnome-control-center/gnome-control-center_segment_62.mp3
1,1,segmented_audio/1/1020ce1f18a2721b873152fd9f76503dcba5af7b0dd26d80fdb11efaf4878b1a/1020ce1f18a2721b873152fd9f76503dcba5af7b0dd26d80fdb11efaf4878b1a_segment_6.mp3
1,1,segmented_audio/1/f04e78c1651d21397160e053710b67094f5c7535470b3779086f305b6b6156e1/f04e78c1651d21397160e053710b67094f5c7535470b3779086f305b6b6156e1_segment_41.mp3
1,1,segmented_audio/1/912f27b311f90e81c135f2d363e06db44aaf4067501971703c6335e85a26e8bb/912f27b311f90e81c135f2d363e06db44aaf4067501971703c6335e85a26e8bb_segment_58.mp3
1,1,segmented_audio/1/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3_segment_100.mp3
0,0,segmented_audio/0/runc/runc_segment_48.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump/x86_64-linux-gnu-lto-dump_segment_186.mp3
1,1,segmented_audio/1/64815d7c84c249e5f3b70d494791498ce85ea9a97c3edaee49ffa89809e20c6e/64815d7c84c249e5f3b70d494791498ce85ea9a97c3edaee49ffa89809e20c6e_segment_8.mp3
1,1,segmented_audio/1/5a628dc26dae0309941d70021cfbb4281189f85b074bf3e696058d73c4609101/5a628dc26dae0309941d70021cfbb4281189f85b074bf3e696058d73c4609101_segment_5.mp3
0,0,segmented_audio/0/rootlesskit/rootlesskit_segment_101.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump-13/x86_64-linux-gnu-lto-dump-13_segment_75.mp3
1,1,segmented_audio/1/ac6818140883e0f8bf5cef9b5f965861ff64cebfe181ff025e1f0aee9c72506c/ac6818140883e0f8bf5cef9b5f965861ff64cebfe181ff025e1f0aee9c72506c_segment_22.mp3
1,1,segmented_audio/1/a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd/a796c302688bee0f9b78a723caca6e335081e8b87b19a7427593c1fee1fe10dd_segment_2.mp3
1,1,segmented_audio/1/f04e78c1651d21397160e053710b67094f5c7535470b3779086f305b6b6156e1/f04e78c1651d21397160e053710b67094f5c7535470b3779086f305b6b6156e1_segment_11.mp3
0,0,segmented_audio/0/docker-credential-desktop/docker-credential-desktop_segment_12.mp3
0,0,segmented_audio/0/gcalccmd/gcalccmd_segment_1.mp3
1,1,segmented_audio/1/b86fa7422710bfb569986f8a4778f1614837acc754f105b7d90608a03ea7cbd6/b86fa7422710bfb569986f8a4778f1614837acc754f105b7d90608a03ea7cbd6_segment_75.mp3
1,1,segmented_audio/1/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3_segment_59.mp3
1,1,segmented_audio/1/caa114893cf5cb213b39591bbcb72f66ee4519be07269968e714a8d3f24c3382/caa114893cf5cb213b39591bbcb72f66ee4519be07269968e714a8d3f24c3382_segment_46.mp3
0,0,segmented_audio/0/lto-dump/lto-dump_segment_300.mp3
1,1,segmented_audio/1/1020ce1f18a2721b873152fd9f76503dcba5af7b0dd26d80fdb11efaf4878b1a/1020ce1f18a2721b873152fd9f76503dcba5af7b0dd26d80fdb11efaf4878b1a_segment_8.mp3
1,1,segmented_audio/1/4e231528c4f505d5c6d78630d48aa469c4d36c39b7c52a3cee0249887224ba51/4e231528c4f505d5c6d78630d48aa469c4d36c39b7c52a3cee0249887224ba51_segment_159.mp3
0,0,segmented_audio/0/snapctl/snapctl_segment_2.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump/x86_64-linux-gnu-lto-dump_segment_155.mp3
0,0,segmented_audio/0/view/view_segment_2.mp3
1,1,segmented_audio/1/0b1c49ec2d53c4af21a51a34d9aa91e76195ceb442480468685418ba8ece1ba6/0b1c49ec2d53c4af21a51a34d9aa91e76195ceb442480468685418ba8ece1ba6_segment_12.mp3
1,1,segmented_audio/1/5478799c3c41271503f45d2fe323d71f9f28fd0314d488a6445a38b7857ad0f2/5478799c3c41271503f45d2fe323d71f9f28fd0314d488a6445a38b7857ad0f2_segment_25.mp3
1,1,segmented_audio/1/47a4ca5b1b6a2c0c7914b342f668b860041ec826d2ac85825389dba363797431/47a4ca5b1b6a2c0c7914b342f668b860041ec826d2ac85825389dba363797431_segment_15.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_104.mp3
0,0,segmented_audio/0/containerd-shim-runc-v1/containerd-shim-runc-v1_segment_97.mp3
1,1,segmented_audio/1/47a4ca5b1b6a2c0c7914b342f668b860041ec826d2ac85825389dba363797431/47a4ca5b1b6a2c0c7914b342f668b860041ec826d2ac85825389dba363797431_segment_43.mp3
1,1,segmented_audio/1/4e231528c4f505d5c6d78630d48aa469c4d36c39b7c52a3cee0249887224ba51/4e231528c4f505d5c6d78630d48aa469c4d36c39b7c52a3cee0249887224ba51_segment_31.mp3
1,1,segmented_audio/1/47a4ca5b1b6a2c0c7914b342f668b860041ec826d2ac85825389dba363797431/47a4ca5b1b6a2c0c7914b342f668b860041ec826d2ac85825389dba363797431_segment_53.mp3
0,0,segmented_audio/0/ctr/ctr_segment_145.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump-13/x86_64-linux-gnu-lto-dump-13_segment_268.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump/x86_64-linux-gnu-lto-dump_segment_184.mp3
1,1,segmented_audio/1/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b_segment_15.mp3
1,1,segmented_audio/1/64815d7c84c249e5f3b70d494791498ce85ea9a97c3edaee49ffa89809e20c6e/64815d7c84c249e5f3b70d494791498ce85ea9a97c3edaee49ffa89809e20c6e_segment_62.mp3
0,0,segmented_audio/0/snapctl/snapctl_segment_22.mp3
0,0,segmented_audio/0/grub-mkrescue/grub-mkrescue_segment_1.mp3
0,0,segmented_audio/0/cpp-13/cpp-13_segment_5.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_350.mp3
0,0,segmented_audio/0/x86_64-linux-gnu-lto-dump/x86_64-linux-gnu-lto-dump_segment_111.mp3
1,1,segmented_audio/1/9a7e8ed9621c08964bd20eb8a95fbe9853e12ebc613c37f53774b17a2cbe9100/9a7e8ed9621c08964bd20eb8a95fbe9853e12ebc613c37f53774b17a2cbe9100_segment_64.mp3
1,1,segmented_audio/1/64815d7c84c249e5f3b70d494791498ce85ea9a97c3edaee49ffa89809e20c6e/64815d7c84c249e5f3b70d494791498ce85ea9a97c3edaee49ffa89809e20c6e_segment_105.mp3
1,1,segmented_audio/1/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d/139b09543494ead859b857961d230a39b9f4fc730f81cf8445b6d83bacf67f3d_segment_87.mp3
1,1,segmented_audio/1/a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec/a8fd2b696d0d819b13ccfac61686eea8a0638e67df3e3e869fbc95507d22b6ec_segment_124.mp3
1,1,segmented_audio/1/2f85ca8f89dfb014b03afb11e5d2198a8adbae1da0fd76c81c67a81a80bf1965/2f85ca8f89dfb014b03afb11e5d2198a8adbae1da0fd76c81c67a81a80bf1965_segment_86.mp3
1,1,segmented_audio/1/4ed03737803160dc63a560169c3cd224d0809e8a54cd8fa6fa85fc4a911971dc/4ed03737803160dc63a560169c3cd224d0809e8a54cd8fa6fa85fc4a911971dc_segment_17.mp3
1,1,segmented_audio/1/912f27b311f90e81c135f2d363e06db44aaf4067501971703c6335e85a26e8bb/912f27b311f90e81c135f2d363e06db44aaf4067501971703c6335e85a26e8bb_segment_26.mp3
1,1,segmented_audio/1/24ee0e3d65b0593198fbe973a58ca54402b0879d71912f44f4b831003a5c7819/24ee0e3d65b0593198fbe973a58ca54402b0879d71912f44f4b831003a5c7819_segment_52.mp3
1,1,segmented_audio/1/d1b43124cbb766c5b1c750bdd4651336148cef6ee69f01120ced872651534011/d1b43124cbb766c5b1c750bdd4651336148cef6ee69f01120ced872651534011_segment_10.mp3
1,1,segmented_audio/1/caa114893cf5cb213b39591bbcb72f66ee4519be07269968e714a8d3f24c3382/caa114893cf5cb213b39591bbcb72f66ee4519be07269968e714a8d3f24c3382_segment_110.mp3
0,0,segmented_audio/0/containerd/containerd_segment_487.mp3
1,1,segmented_audio/1/cb8799e04b6a2f7070910c70b066c44042fb739c461f2dd2a02011eb4fdfdfea/cb8799e04b6a2f7070910c70b066c44042fb739c461f2dd2a02011eb4fdfdfea_segment_9.mp3
1,1,segmented_audio/1/5e84a3573806c2799e9e727327235fc1db39aa62c8be0dccb1abcd206d944bb2/5e84a3573806c2799e9e727327235fc1db39aa62c8be0dccb1abcd206d944bb2_segment_13.mp3
1,1,segmented_audio/1/edff1edfc410a5f4509d09c1264ce53236096f89231d415edbe6326e4e8d3fa3/edff1edfc410a5f4509d09c1264ce53236096f89231d415edbe6326e4e8d3fa3_segment_4.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_882.mp3
1,1,segmented_audio/1/00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a/00ae07c9fe63b080181b8a6d59c6b3b6f9913938858829e5a42ab90fb72edf7a_segment_1.mp3
1,1,segmented_audio/1/851787bf4039d365178a16018edec430dd4a0d001c9c9c4cb68f8b73bf0c4d02/851787bf4039d365178a16018edec430dd4a0d001c9c9c4cb68f8b73bf0c4d02_segment_52.mp3
0,0,segmented_audio/0/kvm/kvm_segment_26.mp3
0,0,segmented_audio/0/dockerd/dockerd_segment_489.mp3
1,1,segmented_audio/1/caa114893cf5cb213b39591bbcb72f66ee4519be07269968e714a8d3f24c3382/caa114893cf5cb213b39591bbcb72f66ee4519be07269968e714a8d3f24c3382_segment_37.mp3
1,1,segmented_audio/1/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b/564a666d0a7efc39c9d53f5c6c4d95d5f7f6b7bff2dc9aa3c871f8c49650a99b_segment_95.mp3
1,1,segmented_audio/1/5c03ff30ccffc9d36c342510c7469682d3c411654ec52b0930d37a6c6aab9f72/5c03ff30ccffc9d36c342510c7469682d3c411654ec52b0930d37a6c6aab9f72_segment_52.mp3
1,1,segmented_audio/1/2f85ca8f89dfb014b03afb11e5d2198a8adbae1da0fd76c81c67a81a80bf1965/2f85ca8f89dfb014b03afb11e5d2198a8adbae1da0fd76c81c67a81a80bf1965_segment_5.mp3
1,1,segmented_audio/1/8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6/8b44e74ab90b411576e99868cb6ad522ea06d62e4312ed2064a7dd72860063f6_segment_18.mp3
0,0,segmented_audio/0/audacity/audacity_segment_77.mp3
1,1,segmented_audio/1/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3/683e1eb35561da89db96c94f400daf41390bd350698c739c38024a1f621653b3_segment_90.mp3
